[24-Feb-2023 22:57:40 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 23:04:39 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 23:06:04 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 23:16:11 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 23:19:46 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 23:21:16 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 23:22:08 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[24-Feb-2023 23:29:37 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[25-Feb-2023 15:43:27 UTC] PHP Warning:  Undefined array key "size" in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/plugins/manual-image-crop/lib/ManualImageCropEditorWindow.php on line 39
[25-Feb-2023 15:54:29 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/single-professor.php on line 9
[25-Feb-2023 15:54:29 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/single-professor.php on line 9
[25-Feb-2023 15:54:29 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/single-professor.php on line 9
[25-Feb-2023 15:54:29 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/single-professor.php on line 9
[25-Feb-2023 16:05:40 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[25-Feb-2023 16:05:40 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[25-Feb-2023 16:05:47 UTC] PHP Notice:  Function is_main_query was called <strong>incorrectly</strong>. In <code>pre_get_posts</code>, use the <code>WP_Query->is_main_query()</code> method, not the <code>is_main_query()</code> function. See https://developer.wordpress.org/reference/functions/is_main_query/. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.7.0.) in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-includes/functions.php on line 5835
[25-Feb-2023 16:35:57 UTC] PHP Warning:  Trying to access array offset on value of type null in /Applications/XAMPP/xamppfiles/htdocs/fictional-university/wp-content/themes/fictional-university-theme/functions.php on line 9
